transaction_id,persona_id,date,description,amount,category,is_labelled
12916,P04,26/12/2024,EFTPOS PURCHASE ST DREUX BROADWAY TID 895887,5.52,,False
12917,P04,27/12/2024,CARD PURCHASE 27DEC COFFEE HERO 3950 ALEXANDRIA,4.55,,False
12918,P04,27/12/2024,CARD PURCHASE 27DEC MECCA 1299 SYDNEY,5.35,,False
12919,P04,27/12/2024,CARD PURCHASE 27DEC ROLLD 7694 PARRAMATTA,12.56,,False
12920,P04,27/12/2024,EFTPOS PURCHASE DAILY GRIND ALEXANDRIA TID 236584,4.61,,False
12921,P04,28/12/2024,POS 7-ELEVEN MARRICKVILLE TID 254364,8.38,,False
12922,P04,29/12/2024,VISA PURCHASE HARRIS FARM ENMORE,130.92,,False
12923,P04,29/12/2024,VISA PURCHASE 7-ELEVEN NEWTOWN,7.12,,False
12924,P04,30/12/2024,OSKO PAYMENT RENT SYDNEY 52,835.95,,False
12925,P04,30/12/2024,EFTPOS PURCHASE 7-ELEVEN NEWTOWN TID 240977,8.76,,False
12926,P04,30/12/2024,CARD PURCHASE 30DEC SINGLE O 3398 ENMORE,5.85,,False
12927,P04,30/12/2024,CARD PURCHASE 30DEC HOKKAIDO RAMEN 4671 ALEXANDRIA,9.87,,False
12928,P04,30/12/2024,CARD PURCHASE 30DEC OFFICEWORKS ALEXANDRIA 6195 MARRICKVILLE,51.5,,False
12929,P04,30/12/2024,APPLE.COM/BILL,1.49,,False
12930,P04,31/12/2024,OPAL TOP UP SYDNEY NSW,20.0,,False
12931,P04,31/12/2024,POS TANPOPO JAPANESE ALEXANDRIA TID 648318,14.9,,False
12932,P04,31/12/2024,POS MECCA ALEXANDRIA TID 231049,6.03,,False
12933,P04,31/12/2024,VISA PURCHASE MAD MEX SURRY HILLS,14.64,,False
12934,P04,01/01/2025,POS WOOLWORTHS ENMORE TID 313475,40.7,,False
12935,P04,01/01/2025,EFTPOS PURCHASE CAMPOS MARRICKVILLE TID 669508,5.44,,False
12936,P04,01/01/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ ENMORE TID 920440,10.03,,False
12937,P04,01/01/2025,EFTPOS PURCHASE PITA PIT PARRAMATTA TID 138508,16.58,,False
12938,P04,01/01/2025,EFTPOS PURCHASE HOKKAIDO RAMEN PARRAMATTA TID 166486,8.97,,False
12939,P04,01/01/2025,EFTPOS PURCHASE COFFEE HERO MARRICKVILLE TID 772969,5.04,,False
12940,P04,01/01/2025,CARD PURCHASE 01JAN MECCA 4177 MARRICKVILLE,6.27,,False
12941,P04,01/01/2025,APPLE.COM/BILL AUS,3.49,,False
12942,P04,02/01/2025,VISA PURCHASE SUSHI HUB PARRAMATTA,16.51,,False
12943,P04,02/01/2025,VISA PURCHASE CAMPOS SURRY HILLS,5.62,,False
12944,P04,02/01/2025,EFTPOS PURCHASE COFFEE HERO ENMORE TID 328312,5.28,,False
12945,P04,03/01/2025,DIRECT DEBIT BUPA AUSTRALIA DDR ID 098747,120.47,,False
12946,P04,03/01/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 635394,19.86,,False
12947,P04,03/01/2025,BOLT *TRIP SYDNEY,33.81,,False
12948,P04,03/01/2025,UBER *EATS HELP.UBER.COM NLD REF 61632,18.64,,False
12949,P04,03/01/2025,CARD PURCHASE 03JAN PITA PIT 4878 BROADWAY,11.72,,False
12950,P04,03/01/2025,CARD PURCHASE 03JAN ST DREUX 7100 WYNYARD,5.04,,False
12951,P04,03/01/2025,POS DAILY GRIND ENMORE TID 863313,5.07,,False
12952,P04,03/01/2025,EFTPOS PURCHASE MECCA MARRICKVILLE TID 353472,4.68,,False
12953,P04,03/01/2025,POS MAD MEX ALEXANDRIA TID 425488,14.94,,False
12954,P04,03/01/2025,CARD PURCHASE 03JAN OFFICEWORKS ALEXANDRIA 8742 ALEXANDRIA,101.59,,False
12955,P04,04/01/2025,DIRECT DEBIT OPTUS BILL,82.28,,False
12956,P04,04/01/2025,POS COFFEE HERO PARRAMATTA TID 999173,4.64,,False
12957,P04,04/01/2025,VISA PURCHASE ROLLD SURRY HILLS,13.62,,False
12958,P04,04/01/2025,VISA PURCHASE CAMPOS BROADWAY,4.98,,False
12959,P04,05/01/2025,VISA PURCHASE WOOLWORTHS WYNYARD,33.95,,False
12960,P04,05/01/2025,EFTPOS PURCHASE RUBY COFFEE ALEXANDRIA TID 681506,5.96,,False
12961,P04,05/01/2025,VISA PURCHASE KMART BROADWAY PARRAMATTA,80.9,,False
12962,P04,06/01/2025,OSKO PAYMENT RENT SYDNEY 01,835.95,,False
12963,P04,06/01/2025,SPOTIFY P0652 STOCKHOLM,13.56,,False
12964,P04,06/01/2025,EFTPOS PURCHASE WOOLWORTHS MARRICKVILLE TID 399985,130.5,,False
12965,P04,06/01/2025,CARD PURCHASE 06JAN SINGLE O 4150 MARRICKVILLE,6.18,,False
12966,P04,07/01/2025,CARD PURCHASE 07JAN COFFEE HERO 7528 SURRY HILLS,6.14,,False
12967,P04,07/01/2025,POS GUZMAN Y GOMEZ NEWTOWN TID 768368,12.08,,False
12968,P04,07/01/2025,VISA PURCHASE PITA PIT SURRY HILLS,8.67,,False
12969,P04,07/01/2025,CARD PURCHASE 07JAN PITA PIT 2368 WYNYARD,14.46,,False
12970,P04,07/01/2025,NETBANK TRANSFER FROM SAVER,-1574.53,,False
12971,P04,08/01/2025,CARD PURCHASE 08JAN 7-ELEVEN 6924 ENMORE,3.04,,False
12972,P04,08/01/2025,POS 7-ELEVEN BROADWAY TID 451892,7.55,,False
12973,P04,08/01/2025,EFTPOS PURCHASE CAMPOS PARRAMATTA TID 673425,5.17,,False
12974,P04,08/01/2025,VISA PURCHASE MECCA ALEXANDRIA,4.86,,False
12975,P04,08/01/2025,EFTPOS PURCHASE TANPOPO JAPANESE SYDNEY TID 835085,18.0,,False
12976,P04,08/01/2025,EFTPOS PURCHASE RUBY COFFEE WYNYARD TID 435006,6.36,,False
12977,P04,08/01/2025,VISA PURCHASE CAMPOS ALEXANDRIA,6.4,,False
12978,P04,08/01/2025,VISA PURCHASE DAILY GRIND WYNYARD,5.09,,False
12979,P04,08/01/2025,VISA PURCHASE DAILY GRIND BROADWAY,5.5,,False
12980,P04,09/01/2025,APPLE.COM/BILL ICLD 50GB,3.3,,False
12981,P04,09/01/2025,DOORDASH *ORDER DOORDASH.COM AUS,38.3,,False
12982,P04,09/01/2025,CARD PURCHASE 09JAN HOKKAIDO RAMEN 5130 WYNYARD,13.37,,False
12983,P04,09/01/2025,CARD PURCHASE 09JAN AMZN Mktp AU SYDNEY 7148 SURRY HILLS,92.9,,False
12984,P04,09/01/2025,APPLE.COM/BILL AUS,5.99,,False
12985,P04,10/01/2025,OPAL TOP UP SYDNEY NSW,20.0,,False
12986,P04,10/01/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 862607,35.03,,False
12987,P04,10/01/2025,CARD PURCHASE 10JAN ST DREUX 2012 PARRAMATTA,4.56,,False
12988,P04,10/01/2025,EFTPOS PURCHASE HENRY COFFEE MARRICKVILLE TID 726968,6.35,,False
12989,P04,10/01/2025,VISA PURCHASE HOKKAIDO RAMEN ENMORE,11.37,,False
12990,P04,10/01/2025,POS RUBY COFFEE ENMORE TID 975647,6.15,,False
12991,P04,11/01/2025,DIRECT DEBIT - TPG INTERNET DDR ID 081618,96.46,,False
12992,P04,11/01/2025,POS COFFEE HERO PARRAMATTA TID 384780,5.46,,False
12993,P04,11/01/2025,CARD PURCHASE 11JAN BANH MI 4596 ALEXANDRIA,15.57,,False
12994,P04,11/01/2025,EFTPOS PURCHASE MECCA BROADWAY TID 980435,5.6,,False
12995,P04,11/01/2025,CARD PURCHASE 11JAN HENRY COFFEE 4938 BROADWAY,5.02,,False
12996,P04,11/01/2025,APPLE.COM/BILL,4.49,,False
12997,P04,12/01/2025,CARD PURCHASE 12JAN HARRIS FARM 3030 PARRAMATTA,103.7,,False
12998,P04,12/01/2025,MENULOG ONLINE AUSTRALIA,35.08,,False
12999,P04,12/01/2025,CARD PURCHASE 12JAN HENRY COFFEE 3532 BROADWAY,4.84,,False
13000,P04,13/01/2025,OSKO PAYMENT RENT SYDNEY 02,835.95,,False
13001,P04,13/01/2025,VISA PURCHASE DAILY GRIND SYDNEY,6.41,,False
13002,P04,13/01/2025,CARD PURCHASE 13JAN SINGLE O 7564 SURRY HILLS,4.8,,False
13003,P04,14/01/2025,CARD PURCHASE 14JAN HENRY COFFEE 9759 BROADWAY,6.14,,False
13004,P04,14/01/2025,CARD PURCHASE 14JAN RUBY COFFEE 8549 NEWTOWN,5.11,,False
13005,P04,14/01/2025,POS 7-ELEVEN WYNYARD TID 991946,3.78,,False
13006,P04,14/01/2025,POS HENRY COFFEE WYNYARD TID 269404,5.95,,False
13007,P04,14/01/2025,CARD PURCHASE 14JAN 7-ELEVEN 3635 PARRAMATTA,4.08,,False
13008,P04,14/01/2025,POS ST DREUX MARRICKVILLE TID 395540,5.84,,False
13009,P04,15/01/2025,OPAL TOP UP SYDNEY NSW TXN 969299,20.0,,False
13010,P04,15/01/2025,EFTPOS PURCHASE DAILY GRIND ENMORE TID 896493,4.81,,False
13011,P04,15/01/2025,VISA PURCHASE HENRY COFFEE BROADWAY,5.52,,False
13012,P04,15/01/2025,POS SINGLE O SURRY HILLS TID 824410,4.65,,False
13013,P04,15/01/2025,CARD PURCHASE 15JAN SINGLE O 9513 BROADWAY,5.84,,False
13014,P04,16/01/2025,EFTPOS PURCHASE SINGLE O SURRY HILLS TID 230767,5.79,,False
13015,P04,16/01/2025,POS TANPOPO JAPANESE ALEXANDRIA TID 284096,13.32,,False
13016,P04,16/01/2025,EFTPOS PURCHASE RUBY COFFEE SURRY HILLS TID 755338,5.71,,False
13017,P04,17/01/2025,EFTPOS PURCHASE MECCA ALEXANDRIA TID 661424,5.54,,False
13018,P04,17/01/2025,POS SINGLE O ALEXANDRIA TID 578335,5.33,,False
13019,P04,17/01/2025,VISA PURCHASE PITA PIT ENMORE,10.81,,False
13020,P04,17/01/2025,CARD PURCHASE 17JAN 7-ELEVEN 2994 WYNYARD,8.03,,False
13021,P04,17/01/2025,VISA PURCHASE DAILY GRIND SYDNEY,5.0,,False
13022,P04,18/01/2025,MENULOG ONLINE AUSTRALIA,35.62,,False
13023,P04,18/01/2025,VISA PURCHASE TAPAS BAR ALEXANDRIA,41.63,,False
13024,P04,18/01/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ SYDNEY TID 862156,8.66,,False
13025,P04,18/01/2025,POS ROLLD SURRY HILLS TID 763990,13.15,,False
13026,P04,19/01/2025,EFTPOS PURCHASE TAPAS BAR BROADWAY TID 494226,54.95,,False
13027,P04,19/01/2025,CARD PURCHASE 19JAN HENRY COFFEE 3440 BROADWAY,5.27,,False
13028,P04,19/01/2025,POS 7-ELEVEN NEWTOWN TID 230151,3.06,,False
13029,P04,20/01/2025,OSKO PAYMENT RENT SYDNEY 03,835.95,,False
13030,P04,20/01/2025,DOORDASH *ORDER DOORDASH.COM AUS ORD 651063,40.9,,False
13031,P04,20/01/2025,POS COFFEE HERO ALEXANDRIA TID 995686,5.84,,False
13032,P04,20/01/2025,CARD PURCHASE 20JAN BANH MI 8974 PARRAMATTA,15.05,,False
13033,P04,20/01/2025,NBK TRSF FROM SAVER,-2576.96,,False
13034,P04,21/01/2025,OPAL TOP UP SYDNEY NSW,60.0,,False
13035,P04,21/01/2025,CARD PURCHASE 21JAN BANH MI 5076 NEWTOWN,17.71,,False
13036,P04,21/01/2025,POS ST DREUX ALEXANDRIA TID 871615,5.93,,False
13037,P04,21/01/2025,POS MAD MEX SYDNEY TID 623423,9.23,,False
13038,P04,22/01/2025,DOORDASH *ORDER DOORDASH.COM AUS REF 08096,41.91,,False
13039,P04,22/01/2025,CARD PURCHASE 22JAN PITA PIT 2527 SYDNEY,16.78,,False
13040,P04,22/01/2025,POS BANH MI WYNYARD TID 337061,13.46,,False
13041,P04,22/01/2025,POS CAMPOS MARRICKVILLE TID 712859,5.06,,False
13042,P04,22/01/2025,EFTPOS PURCHASE PITA PIT ENMORE TID 180523,16.34,,False
13043,P04,22/01/2025,VISA PURCHASE COFFEE HERO PARRAMATTA,5.75,,False
13044,P04,22/01/2025,EFTPOS PURCHASE HENRY COFFEE WYNYARD TID 255887,4.6,,False
13045,P04,22/01/2025,CARD PURCHASE 22JAN ST DREUX 2856 SYDNEY,5.57,,False
13046,P04,22/01/2025,APPLE.COM/BILL,2.99,,False
13047,P04,23/01/2025,CARD PURCHASE 23JAN WOOLWORTHS 3961 SURRY HILLS,23.99,,False
13048,P04,23/01/2025,EFTPOS PURCHASE 7-ELEVEN ENMORE TID 347371,6.32,,False
13049,P04,23/01/2025,EFTPOS PURCHASE MAD MEX ALEXANDRIA TID 346375,17.89,,False
13050,P04,23/01/2025,EFTPOS PURCHASE DAILY GRIND SURRY HILLS TID 186470,5.75,,False
13051,P04,23/01/2025,POS CAMPOS ENMORE TID 656305,4.88,,False
13052,P04,23/01/2025,POS HENRY COFFEE BROADWAY TID 856827,5.4,,False
13053,P04,23/01/2025,EFTPOS PURCHASE 7-ELEVEN BROADWAY TID 555445,4.55,,False
13054,P04,23/01/2025,CARD PURCHASE 23JAN KMART BROADWAY 1337 SURRY HILLS,140.46,,False
13055,P04,24/01/2025,PAYROLL Metro Digital NET PAY,-2243.03,,False
13056,P04,24/01/2025,EFTPOS PURCHASE ST DREUX SYDNEY TID 263529,5.13,,False
13057,P04,24/01/2025,POS DAILY GRIND SYDNEY TID 992536,5.87,,False
13058,P04,24/01/2025,EFTPOS PURCHASE 7-ELEVEN NEWTOWN TID 769321,8.92,,False
13059,P04,24/01/2025,VISA PURCHASE GUZMAN Y GOMEZ ALEXANDRIA,17.73,,False
13060,P04,25/01/2025,UBER *TRIP HELP.UBER.COM NLD,38.98,,False
13061,P04,25/01/2025,UBER *TRIP HELP.UBER.COM NLD,43.29,,False
13062,P04,25/01/2025,VISA PURCHASE KBBQ SURRY HILLS,60.5,,False
13063,P04,25/01/2025,CARD PURCHASE 25JAN SINGLE O 4050 WYNYARD,5.09,,False
13064,P04,25/01/2025,EFTPOS PURCHASE 7-ELEVEN ENMORE TID 495198,3.26,,False
13065,P04,25/01/2025,VISA PURCHASE DAILY GRIND WYNYARD,4.66,,False
13066,P04,26/01/2025,CARD PURCHASE 26JAN TAPAS BAR 5746 BROADWAY,53.9,,False
13067,P04,26/01/2025,EFTPOS PURCHASE ST DREUX ENMORE TID 868592,6.1,,False
13068,P04,26/01/2025,EFTPOS PURCHASE RUBY COFFEE BROADWAY TID 250201,5.67,,False
13069,P04,26/01/2025,POS RUBY COFFEE MARRICKVILLE TID 399535,5.32,,False
13070,P04,27/01/2025,PAYID TRANSFER TO RENT SYDNEY 04 REF 29845,835.95,,False
13071,P04,27/01/2025,APPLE.COM/BILL AUS,4.49,,False
13072,P04,28/01/2025,OPAL TOP UP SYDNEY NSW TXN 781834,50.0,,False
13073,P04,28/01/2025,EFTPOS PURCHASE BANH MI BROADWAY TID 890357,8.62,,False
13074,P04,28/01/2025,CARD PURCHASE 28JAN 7-ELEVEN 1084 BROADWAY,8.35,,False
13075,P04,28/01/2025,EFTPOS PURCHASE SINGLE O NEWTOWN TID 706406,5.29,,False
13076,P04,28/01/2025,APPLE.COM/BILL AUS,3.49,,False
13077,P04,29/01/2025,CARD PURCHASE 29JAN 7-ELEVEN 7640 NEWTOWN,44.99,,False
13078,P04,29/01/2025,DOORDASH *ORDER DOORDASH.COM AUS REF 14728,26.29,,False
13079,P04,29/01/2025,CARD PURCHASE 29JAN SINGLE O 5758 ENMORE,6.4,,False
13080,P04,29/01/2025,POS MECCA WYNYARD TID 770229,5.94,,False
13081,P04,29/01/2025,POS HENRY COFFEE BROADWAY TID 801501,6.32,,False
13082,P04,29/01/2025,POS ST DREUX PARRAMATTA TID 244517,5.65,,False
13083,P04,30/01/2025,VISA PURCHASE DAILY GRIND BROADWAY,5.31,,False
13084,P04,30/01/2025,VISA PURCHASE TANPOPO JAPANESE PARRAMATTA,16.27,,False
13085,P04,31/01/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 528392,44.59,,False
13086,P04,31/01/2025,EFTPOS PURCHASE CAMPOS SYDNEY TID 391571,5.38,,False
13087,P04,31/01/2025,VISA PURCHASE SINGLE O NEWTOWN,6.43,,False
13088,P04,31/01/2025,EFTPOS PURCHASE OFFICEWORKS ALEXANDRIA MARRICKVILLE TID 149224,92.92,,False
13089,P04,01/02/2025,POS GOLDEN LOTUS BROADWAY TID 335884,51.95,,False
13090,P04,01/02/2025,EFTPOS PURCHASE SINGLE O PARRAMATTA TID 609310,4.56,,False
13091,P04,01/02/2025,POS COFFEE HERO SYDNEY TID 951515,4.61,,False
13092,P04,01/02/2025,POS COFFEE HERO SURRY HILLS TID 489263,5.01,,False
13093,P04,02/02/2025,POS ALDI BROADWAY TID 824164,110.02,,False
13094,P04,02/02/2025,CARD PURCHASE 02FEB DAILY GRIND 8310 PARRAMATTA,4.67,,False
13095,P04,02/02/2025,CARD PURCHASE 02FEB RUBY COFFEE 2216 ENMORE,5.98,,False
13096,P04,02/02/2025,POS ST DREUX WYNYARD TID 333202,5.22,,False
13097,P04,03/02/2025,PAYID TRANSFER TO RENT SYDNEY 05 REF 44140,835.95,,False
13098,P04,03/02/2025,DIRECT DEBIT BUPA AUSTRALIA DDR ID 004354,120.47,,False
13099,P04,04/02/2025,OPAL TOP UP SYDNEY NSW,40.0,,False
13100,P04,04/02/2025,EFTPOS PURCHASE COFFEE HERO NEWTOWN TID 655911,5.21,,False
13101,P04,04/02/2025,POS HENRY COFFEE NEWTOWN TID 408359,5.14,,False
13102,P04,04/02/2025,EFTPOS PURCHASE CAMPOS MARRICKVILLE TID 898233,5.43,,False
13103,P04,05/02/2025,POS WOOLWORTHS WYNYARD TID 708795,40.62,,False
13104,P04,05/02/2025,CARD PURCHASE 05FEB HENRY COFFEE 6236 SURRY HILLS,6.1,,False
13105,P04,05/02/2025,POS CAMPOS BROADWAY TID 660814,5.19,,False
13106,P04,05/02/2025,CARD PURCHASE 05FEB 7-ELEVEN 1884 BROADWAY,7.52,,False
13107,P04,05/02/2025,VISA PURCHASE GUZMAN Y GOMEZ PARRAMATTA,8.92,,False
13108,P04,06/02/2025,POS HENRY COFFEE PARRAMATTA TID 535053,5.22,,False
13109,P04,06/02/2025,EFTPOS PURCHASE PITA PIT BROADWAY TID 567641,17.43,,False
13110,P04,06/02/2025,POS HENRY COFFEE MARRICKVILLE TID 517325,5.87,,False
13111,P04,06/02/2025,POS CAMPOS NEWTOWN TID 700351,5.2,,False
13112,P04,07/02/2025,CARD PURCHASE 07FEB RUBY COFFEE 8447 ALEXANDRIA,6.43,,False
13113,P04,07/02/2025,CARD PURCHASE 07FEB PITA PIT 6639 MARRICKVILLE,14.58,,False
13114,P04,07/02/2025,POS DAISO SYDNEY PARRAMATTA TID 221786,114.9,,False
13115,P04,07/02/2025,NETBANK TRANSFER FROM SAVER,-2834.31,,False
13116,P04,08/02/2025,DIRECT DEBIT OPTUS BILL DDR ID 022743,82.28,,False
13117,P04,08/02/2025,VISA PURCHASE WOOLWORTHS ENMORE,41.99,,False
13118,P04,08/02/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 123583,46.41,,False
13119,P04,08/02/2025,UBER *EATS HELP.UBER.COM NLD REF 60865,28.8,,False
13120,P04,08/02/2025,POS PASTAIO PARRAMATTA TID 224220,52.95,,False
13121,P04,08/02/2025,EFTPOS PURCHASE COFFEE HERO ENMORE TID 106910,6.09,,False
13122,P04,09/02/2025,DOORDASH *ORDER DOORDASH.COM AUS,20.3,,False
13123,P04,09/02/2025,POS HENRY COFFEE ALEXANDRIA TID 967898,5.88,,False
13124,P04,09/02/2025,CARD PURCHASE 09FEB MECCA 1355 NEWTOWN,5.9,,False
13125,P04,09/02/2025,VISA PURCHASE SINGLE O MARRICKVILLE,5.47,,False
13126,P04,10/02/2025,OSKO PAYMENT RENT SYDNEY 06,835.95,,False
13127,P04,10/02/2025,CARD PURCHASE 10FEB COLES 9053 MARRICKVILLE,112.9,,False
13128,P04,10/02/2025,VISA PURCHASE CAMPOS BROADWAY,4.53,,False
13129,P04,10/02/2025,EFTPOS PURCHASE CAMPOS ENMORE TID 441538,5.64,,False
13130,P04,10/02/2025,POS MECCA SYDNEY TID 616468,6.01,,False
13131,P04,10/02/2025,CARD PURCHASE 10FEB CHEMIST WAREHOUSE NEWTOWN 9055 BROADWAY,56.7,,False
13132,P04,11/02/2025,POS 7-ELEVEN ENMORE TID 412623,6.12,,False
13133,P04,11/02/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ ENMORE TID 899848,16.46,,False
13134,P04,11/02/2025,POS RUBY COFFEE MARRICKVILLE TID 468923,5.81,,False
13135,P04,11/02/2025,CARD PURCHASE 11FEB MECCA 1714 SYDNEY,4.57,,False
13136,P04,11/02/2025,EFTPOS PURCHASE COFFEE HERO NEWTOWN TID 106504,5.33,,False
13137,P04,11/02/2025,VISA PURCHASE SINGLE O BROADWAY,6.37,,False
13138,P04,12/02/2025,APPLE.COM/BILL ICLD 50GB,3.3,,False
13139,P04,12/02/2025,VISA PURCHASE MECCA SURRY HILLS,4.68,,False
13140,P04,12/02/2025,CARD PURCHASE 12FEB DAILY GRIND 1217 WYNYARD,4.62,,False
13141,P04,12/02/2025,VISA PURCHASE HENRY COFFEE ALEXANDRIA,6.1,,False
13142,P04,13/02/2025,DIRECT DEBIT - TPG INTERNET DDR ID 032251,96.46,,False
13143,P04,13/02/2025,VISA PURCHASE 7-ELEVEN NEWTOWN,3.43,,False
13144,P04,13/02/2025,CARD PURCHASE 13FEB RUBY COFFEE 9958 ENMORE,6.14,,False
13145,P04,13/02/2025,POS MECCA SYDNEY TID 102508,5.86,,False
13146,P04,13/02/2025,POS RUBY COFFEE MARRICKVILLE TID 365677,4.56,,False
13147,P04,13/02/2025,EFTPOS PURCHASE HOKKAIDO RAMEN ALEXANDRIA TID 587825,14.21,,False
13148,P04,14/02/2025,CARD PURCHASE 14FEB 7-ELEVEN 7013 PARRAMATTA,23.99,,False
13149,P04,14/02/2025,DOORDASH *ORDER DOORDASH.COM AUS ORD 087349,26.27,,False
13150,P04,14/02/2025,CARD PURCHASE 14FEB 7-ELEVEN 3955 ENMORE,4.52,,False
13151,P04,14/02/2025,EFTPOS PURCHASE MECCA SYDNEY TID 460486,5.61,,False
13152,P04,15/02/2025,POS 7-ELEVEN BROADWAY TID 984836,8.11,,False
13153,P04,15/02/2025,EFTPOS PURCHASE RUBY COFFEE SYDNEY TID 753200,5.2,,False
13154,P04,15/02/2025,CARD PURCHASE 15FEB COFFEE HERO 9390 PARRAMATTA,6.25,,False
13155,P04,15/02/2025,EFTPOS PURCHASE SUSHI HUB SURRY HILLS TID 927206,8.53,,False
13156,P04,16/02/2025,EFTPOS PURCHASE CAMPOS ENMORE TID 808523,5.71,,False
13157,P04,16/02/2025,CARD PURCHASE 16FEB DAILY GRIND 9215 WYNYARD,6.0,,False
13158,P04,17/02/2025,OSKO PAYMENT RENT SYDNEY 07,835.95,,False
13159,P04,17/02/2025,UBER *EATS HELP.UBER.COM NLD ORD 123646,35.0,,False
13160,P04,17/02/2025,CARD PURCHASE 17FEB MECCA 5244 SYDNEY,6.04,,False
13161,P04,17/02/2025,VISA PURCHASE BANH MI BROADWAY,9.51,,False
13162,P04,17/02/2025,VISA PURCHASE COFFEE HERO NEWTOWN,5.81,,False
13163,P04,17/02/2025,CARD PURCHASE 17FEB UNIQLO BROADWAY 1164 SURRY HILLS,61.42,,False
13164,P04,18/02/2025,EFTPOS PURCHASE MECCA ALEXANDRIA TID 944984,6.32,,False
13165,P04,18/02/2025,CARD PURCHASE 18FEB HOKKAIDO RAMEN 8155 SURRY HILLS,12.82,,False
13166,P04,18/02/2025,POS SINGLE O SURRY HILLS TID 311082,5.36,,False
13167,P04,18/02/2025,POS COFFEE HERO WYNYARD TID 935116,6.34,,False
13168,P04,18/02/2025,VISA PURCHASE 7-ELEVEN SURRY HILLS,7.56,,False
13169,P04,19/02/2025,BPAY - SYDNEY WATER REF 0334525828,178.52,,False
13170,P04,19/02/2025,EFTPOS PURCHASE WOOLWORTHS SYDNEY TID 154106,23.99,,False
13171,P04,19/02/2025,VISA PURCHASE HENRY COFFEE ENMORE,6.19,,False
13172,P04,19/02/2025,CARD PURCHASE 19FEB TANPOPO JAPANESE 8511 SURRY HILLS,14.57,,False
13173,P04,19/02/2025,POS CAMPOS SURRY HILLS TID 948711,4.98,,False
13174,P04,19/02/2025,CARD PURCHASE 19FEB SINGLE O 8824 ENMORE,6.46,,False
13175,P04,19/02/2025,EFTPOS PURCHASE OFFICEWORKS ALEXANDRIA SURRY HILLS TID 223091,116.7,,False
13176,P04,20/02/2025,EFTPOS PURCHASE 7-ELEVEN ENMORE TID 497373,5.32,,False
13177,P04,20/02/2025,CARD PURCHASE 20FEB DAILY GRIND 3962 SURRY HILLS,5.42,,False
13178,P04,20/02/2025,CARD PURCHASE 20FEB DAILY GRIND 6056 ALEXANDRIA,6.27,,False
13179,P04,20/02/2025,EFTPOS PURCHASE RUBY COFFEE SURRY HILLS TID 401715,4.75,,False
13180,P04,21/02/2025,BPAY - AGL ENERGY REF 6176255515,413.88,,False
13181,P04,21/02/2025,DOORDASH *ORDER DOORDASH.COM AUS ORD 491800,37.56,,False
13182,P04,21/02/2025,VISA PURCHASE GUZMAN Y GOMEZ BROADWAY,9.43,,False
13183,P04,21/02/2025,CARD PURCHASE 21FEB ST DREUX 9363 ALEXANDRIA,5.69,,False
13184,P04,21/02/2025,EFTPOS PURCHASE RUBY COFFEE WYNYARD TID 165781,5.03,,False
13185,P04,21/02/2025,EFTPOS PURCHASE DAILY GRIND WYNYARD TID 454468,6.25,,False
13186,P04,21/02/2025,POS BUNNINGS ALEXANDRIA SURRY HILLS TID 906458,123.9,,False
13187,P04,22/02/2025,BOLT *TRIP SYDNEY,36.49,,False
13188,P04,22/02/2025,VISA PURCHASE CAMPOS NEWTOWN,4.96,,False
13189,P04,22/02/2025,VISA PURCHASE HENRY COFFEE PARRAMATTA,4.57,,False
13190,P04,22/02/2025,POS DAILY GRIND WYNYARD TID 545894,4.76,,False
13191,P04,22/02/2025,CARD PURCHASE 22FEB 7-ELEVEN 9936 BROADWAY,6.31,,False
13192,P04,23/02/2025,PAYROLL Metro Digital NET PAY,-2243.03,,False
13193,P04,23/02/2025,CARD PURCHASE 23FEB COLES 9018 PARRAMATTA,21.99,,False
13194,P04,23/02/2025,CARD PURCHASE 23FEB CAMPOS 5890 ALEXANDRIA,6.17,,False
13195,P04,24/02/2025,OSKO PAYMENT RENT SYDNEY 08,835.95,,False
13196,P04,24/02/2025,VISA PURCHASE COLES PARRAMATTA,140.99,,False
13197,P04,24/02/2025,MENULOG ONLINE AUSTRALIA REF 04096,39.97,,False
13198,P04,24/02/2025,POS GUZMAN Y GOMEZ MARRICKVILLE TID 477396,17.04,,False
13199,P04,24/02/2025,EFTPOS PURCHASE SINGLE O BROADWAY TID 274731,5.99,,False
13200,P04,24/02/2025,POS MECCA MARRICKVILLE TID 231299,4.75,,False
13201,P04,25/02/2025,EFTPOS PURCHASE MAD MEX WYNYARD TID 696739,12.38,,False
13202,P04,25/02/2025,EFTPOS PURCHASE MAD MEX ENMORE TID 403056,14.23,,False
13203,P04,25/02/2025,POS RUBY COFFEE MARRICKVILLE TID 199733,5.46,,False
13204,P04,25/02/2025,POS ROLLD ENMORE TID 617289,13.88,,False
13205,P04,26/02/2025,EFTPOS PURCHASE MECCA NEWTOWN TID 583935,6.44,,False
13206,P04,26/02/2025,VISA PURCHASE HENRY COFFEE PARRAMATTA,4.98,,False
